pincode,Address1,Address2,State,City,latitude,longitude,District,Village Panchayat,school,Type
623701,Emaneswaram,Tamil Nadu,TN,Ramnad,9.5958,78.7333,Ramanathapuram,Paramakudi,"MUNICIPAL MIDDLE SCHOOL, EMANESWARAM",Primary School
623707,Bharathi Nagar,Tamil Nadu,TN,Ramnad,9.5958,78.7333,Thiruvallur,Avadi,AVADI MUNICIPAL MIDDLE SCHOOL,Middle School
623707,Bharathi Nagar,Tamil Nadu,TN,Ramnad,9.5958,78.7333,Ramanathapuram,Paramakudi,"MUNICIPAL PRIMARY SCHOOL, MELACHATRAM",Primary School
623707,Bharathi Nagar,Tamil Nadu,TN,Ramnad,9.5958,78.7333,Ramanathapuram,Paramakudi,"MUNICIPAL PRIMARY SCHOOL, MANI NAGAR",Primary School
623707,Bharathi Nagar,Tamil Nadu,TN,Ramnad,9.5958,78.7333,Thiruvallur,Avadi,AVADI MUNICIPAL PRIMARY SCHOOL,Primary School
623707,Bharathi Nagar,Tamil Nadu,TN,Ramnad,9.5958,78.7333,Ramanathapuram,Paramakudi,"MUNICIPAL MIDDLE SCHOOL, EMANESWARAM",Primary School
623707,Bharathi Nagar,Tamil Nadu,TN,Ramnad,9.5958,78.7333,Thiruvallur,Avadi,AVADI MUNICIPAL PRIMARY SCHOOL,Primary School
624001,Dindigul Bazar,Tamil Nadu,TN,Dindigul,10.5333,78.0667,Dindigul,Dindigul Municipality,MUNICIPAL PRIMARY SCHOOL,Primary School
624002,Begampur,Tamil Nadu,TN,Dindigul,10.5333,78.0667,Dindigul,Dindigul Municipality,METTUPATTY MUNICIPAL SCHOOL,Primary School
624002,Begampur,Tamil Nadu,TN,Dindigul,10.5333,78.0667,Dindigul,Dindigul Municipality,"MUNICIPAL PRIMARY SCHOOL, K.PARAIPATTY",Primary School
626117,Rajapalayam Bus Stand,Tamil Nadu,TN,Kamaraj,9.45,77.5667,Virudhunagar,Rajapalayam,X WARD MUNICIPAL PRIMARY SCHOOL,Primary School
626117,Rajapalayam Bus Stand,Tamil Nadu,TN,Kamaraj,9.45,77.5667,Virudhunagar,Rajapalayam,VIII WARD MUNICIPAL MIDDLE SCHOOL,Primary School
626117,Rajapalaym H O,Tamil Nadu,TN,Kamaraj,9.45,77.5667,Virudhunagar,Rajapalayam,X WARD MUNICIPAL PRIMARY SCHOOL,Primary School
626117,Rajapalaym H O,Tamil Nadu,TN,Kamaraj,9.45,77.5667,Virudhunagar,Rajapalayam,VIII WARD MUNICIPAL MIDDLE SCHOOL,Primary School
626117,Rajapalayam Cotton Market,Tamil Nadu,TN,Kamaraj,9.45,77.5667,Virudhunagar,Rajapalayam,X WARD MUNICIPAL PRIMARY SCHOOL,Primary School
626117,Rajapalayam Cotton Market,Tamil Nadu,TN,Kamaraj,9.45,77.5667,Virudhunagar,Rajapalayam,VIII WARD MUNICIPAL MIDDLE SCHOOL,Primary School
626117,Rajapalayam,Tamil Nadu,TN,Kamaraj,9.45,77.5667,Virudhunagar,Rajapalayam,X WARD MUNICIPAL PRIMARY SCHOOL,Primary School
626117,Rajapalayam,Tamil Nadu,TN,Kamaraj,9.45,77.5667,Virudhunagar,Rajapalayam,VIII WARD MUNICIPAL MIDDLE SCHOOL,Primary School
628002,Gibbsonpuram,Tamil Nadu,TN,Tirunelveli,8.6333,78.0167,Thoothukkudi,Thoothukudi,"MUNICIPAL MS, GIN FACTORRY",Primary With Upper Primary
628002,Gibbsonpuram,Tamil Nadu,TN,Tirunelveli,8.6333,78.0167,Thoothukkudi,Thoothukudi,"MUNICIPAL MS, MELUR",Primary With Upper Primary
628002,Gibbsonpuram,Tamil Nadu,TN,Tirunelveli,8.6333,78.0167,Thoothukkudi,Pannam,MUNICIPAL MIDDLE SCHOOL SOUTH NEW STREET,Primary School
628002,Alagesapuram,Tamil Nadu,TN,Tirunelveli,8.6333,78.0167,Thoothukkudi,Thoothukudi,"MUNICIPAL MS, GIN FACTORRY",Primary With Upper Primary
628002,Alagesapuram,Tamil Nadu,TN,Tirunelveli,8.6333,78.0167,Thoothukkudi,Thoothukudi,"MUNICIPAL MS, MELUR",Primary With Upper Primary
628002,Alagesapuram,Tamil Nadu,TN,Tirunelveli,8.6333,78.0167,Thoothukkudi,Pannam,MUNICIPAL MIDDLE SCHOOL SOUTH NEW STREET,Primary School
628003,Central Govt Servants Cly,Tamil Nadu,TN,Tirunelveli,8.6333,78.0167,Thoothukkudi,Pannam,MUNICIPAL PRIMARY SCHOOLLEVINGI PURAM,Primary School
628003,Central Govt Servants Cly,Tamil Nadu,TN,Tirunelveli,8.6333,78.0167,Thoothukkudi,Thoothukudi,"MUNICIPAL PS, TOOVEPURAM",Primary Only
628003,Central Govt Servants Cly,Tamil Nadu,TN,Tirunelveli,8.6333,78.0167,Thoothukkudi,Thoothukudi,"MUNICIPAL MS, SHUNMUGAPURAM",Primary With Upper Primary
631502,Big Kanchipuram,Tamil Nadu,TN,Chengai Anna,12.8917,79.7583,Kancheepuram,Kancheepuram,DHARGA MUSLIM MUNICIPAL PRIMARY SCHOOL,Primary School
631502,Big Kanchipuram,Tamil Nadu,TN,Chengai Anna,12.8917,79.7583,Kancheepuram,Kancheepuram,VAIKUNDAM MUNICIPAL MIDDLE SCHOOL,Primary School
631502,Big Kanchipuram,Tamil Nadu,TN,Chengai Anna,12.8917,79.7583,Kancheepuram,Kancheepuram,OKKAPIRANTHAN MUNICIPAL MIDDLE SCHOOL,Primary School
631502,Big Kanchipuram,Tamil Nadu,TN,Chengai Anna,12.8917,79.7583,Kancheepuram,Kancheepuram,KUPPUSAMY MUNICIPAL ELEMENTARY SCHOOL,Primary School
631502,Big Kanchipuram,Tamil Nadu,TN,Chengai Anna,12.8917,79.7583,Kancheepuram,Kancheepuram,OLI MOHAMAD PET MUNICIPAL MIDDLE SCHOOL,Primary School
631502,Big Kanchipuram,Tamil Nadu,TN,Chengai Anna,12.8917,79.7583,Kancheepuram,Kancheepuram,K V K NAYAGAR MUNICIPAL MIDDLE SCHOOL,Secondary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL HIGH SCHOOL,High School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPL MUSLIM GIRLS PRY SCHOOL,Secondary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL HIGH SCHOOL,Secondary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL MIDDLE SCHOOL KALASPALAYAM,Secondary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,CHINNANNAN MEISTRI STREET,Primary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL MIDDLE SCHOOL,Secondary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPS BATTAI STREET,Primary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPS SALAVANPET VELLORE,Primary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPS THANDAVARAYAN SCHOOL,Primary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632001,Old Town Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,CORPORATION PRIMARY SCHOOL,Primary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL HIGH SCHOOL,High School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPL MUSLIM GIRLS PRY SCHOOL,Secondary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL HIGH SCHOOL,Secondary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL MIDDLE SCHOOL KALASPALAYAM,Secondary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,CHINNANNAN MEISTRI STREET,Primary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL MIDDLE SCHOOL,Secondary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPS BATTAI STREET,Primary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPS SALAVANPET VELLORE,Primary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPS THANDAVARAYAN SCHOOL,Primary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632001,Old District Brd Building,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,CORPORATION PRIMARY SCHOOL,Primary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL HIGH SCHOOL,High School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPL MUSLIM GIRLS PRY SCHOOL,Secondary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL HIGH SCHOOL,Secondary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL MIDDLE SCHOOL KALASPALAYAM,Secondary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,CHINNANNAN MEISTRI STREET,Primary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL MIDDLE SCHOOL,Secondary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPS BATTAI STREET,Primary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPS SALAVANPET VELLORE,Primary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPS THANDAVARAYAN SCHOOL,Primary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632001,Sainathapuram Vlr,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,CORPORATION PRIMARY SCHOOL,Primary School
632002,Bagayam,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Agaram,MUNICIPAL PRIMARY SCHOOL,Primary School
632004,Gandhi Road,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632004,Gandhi Road,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUPS ARUGANTHAMPOONDI,Primary School
632004,Gandhi Road,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,THOTTAPALAYAM GIRLS HR SEC SCHOOL,High School
632004,Gandhi Road,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MMS ETTIAMMAN KOIL STREET,Secondary School
632004,Gandhi Road,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632004,Gandhi Road,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632004,Gandhi Road,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
632004,Gandhi Road,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632004,Gandhi Road,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,CORPORATION MIDDLE SCHOOL,Secondary School
632004,Bakiyath,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632004,Bakiyath,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUPS ARUGANTHAMPOONDI,Primary School
632004,Bakiyath,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,THOTTAPALAYAM GIRLS HR SEC SCHOOL,High School
632004,Bakiyath,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MMS ETTIAMMAN KOIL STREET,Secondary School
632004,Bakiyath,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632004,Bakiyath,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632004,Bakiyath,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
632004,Bakiyath,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL PRIMARY SCHOOL,Primary School
632004,Bakiyath,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,CORPORATION MIDDLE SCHOOL,Secondary School
632012,Kakothapattarai Vellore,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,CORP MIDDLE SCHOOL,Secondary School
632012,Kakothapattarai Vellore,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL MIDDLE SCHOOL,Secondary School
632012,Kakothapattarai Vellore,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
632012,Kakothapattarai Vellore,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MMS EDA STREET SAIDAPET,Secondary School
632012,Kakothapattarai Vellore,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPL ELEMENTRY SCHOOL,Primary School
632012,Saidapet Vellore,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,CORP MIDDLE SCHOOL,Secondary School
632012,Saidapet Vellore,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL MIDDLE SCHOOL,Secondary School
632012,Saidapet Vellore,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
632012,Saidapet Vellore,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MMS EDA STREET SAIDAPET,Secondary School
632012,Saidapet Vellore,Tamil Nadu,TN,North Arcot,12.8533,79.2267,Vellore,Vellore,MPL ELEMENTRY SCHOOL,Primary School
632513,Walajapet,Tamil Nadu,TN,North Arcot,12.9333,79.3833,Vellore,Walajapet,MUNICIPAL MIXED MIDDLE SCHOOL,Secondary School
632513,Walajapet,Tamil Nadu,TN,North Arcot,12.9333,79.3833,Vellore,Walajapet,MUNICIPAL CENTRAL PRIMARY SCHOOL,Primary School
632513,Walajapet,Tamil Nadu,TN,North Arcot,12.9333,79.3833,Vellore,Walajapet,MUNICIPAL MARKET MIDDLE SCHOOL,Secondary School
632513,Walajapet Bazar,Tamil Nadu,TN,North Arcot,12.9333,79.3833,Vellore,Walajapet,MUNICIPAL MIXED MIDDLE SCHOOL,Secondary School
632513,Walajapet Bazar,Tamil Nadu,TN,North Arcot,12.9333,79.3833,Vellore,Walajapet,MUNICIPAL CENTRAL PRIMARY SCHOOL,Primary School
632513,Walajapet Bazar,Tamil Nadu,TN,North Arcot,12.9333,79.3833,Vellore,Walajapet,MUNICIPAL MARKET MIDDLE SCHOOL,Secondary School
635001,Lakshmipuram Krp,Tamil Nadu,TN,Dharmapuri,12.5729,78.2729,Krishanagiri,Krishnagiri,MUNICIPAL URDU PRIMARY SCHOOL,Primary School
